shift_id,emp_id,start_time,end_time,coffee_rating,sandwich_rating,customer_service_rating,speed_rating,present
1047,1005,2025-10-18T07:00:00,2025-10-18T12:00:00,68,,58,69,True
1047,1008,2025-10-18T05:00:00,2025-10-18T13:30:00,,90,,,True
1048,1001,2025-10-19T07:00:00,2025-10-19T15:00:00,,,,,True
1048,1002,2025-10-19T07:00:00,2025-10-19T15:00:00,,,,,True
1048,1003,2025-10-19T11:00:00,2025-10-19T15:00:00,51,,76,66,True
1048,1004,2025-10-19T07:00:00,2025-10-19T12:00:00,72,,69,78,True
1048,1005,2025-10-19T07:00:00,2025-10-19T12:00:00,63,,47,64,True
1048,1007,2025-10-19T05:00:00,2025-10-19T13:30:00,,91,,,True
1049,1001,2025-10-20T07:00:00,2025-10-20T15:00:00,,,,,True
1049,1003,2025-10-20T07:00:00,2025-10-20T15:00:00,60,,74,78,True
1049,1006,2025-10-20T07:00:00,2025-10-20T15:00:00,89,,50,73,True
1049,1007,2025-10-20T05:00:00,2025-10-20T12:00:00,,95,,,True
1050,1002,2025-10-21T07:00:00,2025-10-21T15:00:00,,,,,True
1050,1004,2025-10-21T07:00:00,2025-10-21T15:00:00,53,,77,86,True
1050,1005,2025-10-21T07:00:00,2025-10-21T15:00:00,64,,48,70,True
1050,1008,2025-10-21T05:00:00,2025-10-21T12:00:00,,79,,,True
1051,1001,2025-10-22T07:00:00,2025-10-22T15:00:00,,,,,True
1051,1003,2025-10-22T07:00:00,2025-10-22T15:00:00,72,,68,60,True
1051,1006,2025-10-22T07:00:00,2025-10-22T15:00:00,85,,51,75,True
1051,1007,2025-10-22T05:00:00,2025-10-22T12:00:00,,95,,,True
1052,1002,2025-10-23T07:00:00,2025-10-23T15:00:00,,,,,True
1052,1004,2025-10-23T07:00:00,2025-10-23T15:00:00,54,,71,82,True
1052,1005,2025-10-23T07:00:00,2025-10-23T15:00:00,68,,56,62,True
1052,1008,2025-10-23T05:00:00,2025-10-23T12:00:00,,72,,,True
1053,1001,2025-10-24T07:00:00,2025-10-24T15:00:00,,,,,True
1053,1003,2025-10-24T07:00:00,2025-10-24T15:00:00,73,,74,59,True
1053,1006,2025-10-24T07:00:00,2025-10-24T15:00:00,92,,51,82,True
1053,1007,2025-10-24T05:00:00,2025-10-24T12:00:00,,94,,,True
1054,1001,2025-10-25T07:00:00,2025-10-25T15:00:00,,,,,True
1054,1002,2025-10-25T07:00:00,2025-10-25T15:00:00,,,,,True
1054,1003,2025-10-25T11:00:00,2025-10-25T15:00:00,82,,78,63,True
1054,1004,2025-10-25T07:00:00,2025-10-25T12:00:00,66,,74,87,True
1054,1005,2025-10-25T07:00:00,2025-10-25T12:00:00,62,,55,69,True
1054,1008,2025-10-25T05:00:00,2025-10-25T13:30:00,,70,,,True
1055,1001,2025-10-26T07:00:00,2025-10-26T15:00:00,,,,,True
1055,1002,2025-10-26T07:00:00,2025-10-26T15:00:00,,,,,True
1055,1003,2025-10-26T11:00:00,2025-10-26T15:00:00,46,,67,62,True
1055,1004,2025-10-26T07:00:00,2025-10-26T12:00:00,65,,76,82,True
1055,1005,2025-10-26T07:00:00,2025-10-26T12:00:00,72,,49,60,True
1055,1007,2025-10-26T05:00:00,2025-10-26T13:30:00,,93,,,True
1056,1001,2025-10-27T07:00:00,2025-10-27T15:00:00,,,,,True
1056,1003,2025-10-27T07:00:00,2025-10-27T15:00:00,64,,73,50,True
1056,1006,2025-10-27T07:00:00,2025-10-27T15:00:00,84,,47,80,True
1056,1007,2025-10-27T05:00:00,2025-10-27T12:00:00,,94,,,True
1057,1002,2025-10-28T07:00:00,2025-10-28T15:00:00,,,,,True
1057,1004,2025-10-28T07:00:00,2025-10-28T15:00:00,55,,70,77,True
1057,1005,2025-10-28T07:00:00,2025-10-28T15:00:00,65,,56,62,True
1057,1008,2025-10-28T05:00:00,2025-10-28T12:00:00,,82,,,True
1058,1001,2025-10-29T07:00:00,2025-10-29T15:00:00,,,,,True
1058,1003,2025-10-29T07:00:00,2025-10-29T15:00:00,54,,71,63,True
1058,1006,2025-10-29T07:00:00,2025-10-29T15:00:00,80,,49,72,True
1058,1007,2025-10-29T05:00:00,2025-10-29T12:00:00,,99,,,True
1059,1002,2025-10-30T07:00:00,2025-10-30T15:00:00,,,,,True
1059,1004,2025-10-30T07:00:00,2025-10-30T15:00:00,61,,70,82,True
1059,1005,2025-10-30T07:00:00,2025-10-30T15:00:00,65,,52,67,True
1059,1008,2025-10-30T05:00:00,2025-10-30T12:00:00,,84,,,True
1060,1001,2025-10-31T07:00:00,2025-10-31T15:00:00,,,,,True
1060,1003,2025-10-31T07:00:00,2025-10-31T15:00:00,54,,71,62,True
1060,1006,2025-10-31T07:00:00,2025-10-31T15:00:00,73,,46,83,True
1060,1007,2025-10-31T05:00:00,2025-10-31T12:00:00,,98,,,True
1061,1001,2025-11-01T07:00:00,2025-11-01T15:00:00,,,,,True
1061,1002,2025-11-01T07:00:00,2025-11-01T15:00:00,,,,,True
1061,1003,2025-11-01T11:00:00,2025-11-01T15:00:00,57,,75,66,True
1061,1004,2025-11-01T07:00:00,2025-11-01T12:00:00,78,,75,81,True
1061,1005,2025-11-01T07:00:00,2025-11-01T12:00:00,62,,48,66,True
1061,1008,2025-11-01T05:00:00,2025-11-01T13:30:00,,75,,,True
1062,1001,2025-11-02T07:00:00,2025-11-02T15:00:00,,,,,True
1062,1002,2025-11-02T07:00:00,2025-11-02T15:00:00,,,,,True
1062,1003,2025-11-02T11:00:00,2025-11-02T15:00:00,44,,71,56,True
1062,1004,2025-11-02T07:00:00,2025-11-02T12:00:00,72,,75,81,True
1062,1005,2025-11-02T07:00:00,2025-11-02T12:00:00,71,,53,62,True
1062,1007,2025-11-02T05:00:00,2025-11-02T13:30:00,,98,,,True
1063,1001,2025-11-03T07:00:00,2025-11-03T15:00:00,,,,,True
1063,1003,2025-11-03T07:00:00,2025-11-03T15:00:00,65,,70,63,True
1063,1006,2025-11-03T07:00:00,2025-11-03T15:00:00,79,,46,82,True
1063,1007,2025-11-03T05:00:00,2025-11-03T12:00:00,,99,,,True
1064,1002,2025-11-04T07:00:00,2025-11-04T15:00:00,,,,,True
1064,1004,2025-11-04T07:00:00,2025-11-04T15:00:00,52,,74,79,True
1064,1005,2025-11-04T07:00:00,2025-11-04T15:00:00,64,,51,62,True
1064,1008,2025-11-04T05:00:00,2025-11-04T12:00:00,,80,,,True
1065,1001,2025-11-05T07:00:00,2025-11-05T15:00:00,,,,,True
1065,1003,2025-11-05T07:00:00,2025-11-05T15:00:00,51,,74,64,True
1065,1006,2025-11-05T07:00:00,2025-11-05T15:00:00,83,,48,75,True
1065,1007,2025-11-05T05:00:00,2025-11-05T12:00:00,,96,,,True
1066,1002,2025-11-06T07:00:00,2025-11-06T15:00:00,,,,,True
1066,1004,2025-11-06T07:00:00,2025-11-06T15:00:00,64,,69,82,True
1066,1005,2025-11-06T07:00:00,2025-11-06T15:00:00,68,,47,67,True
1066,1008,2025-11-06T05:00:00,2025-11-06T12:00:00,,76,,,True
1067,1001,2025-11-07T07:00:00,2025-11-07T15:00:00,,,,,True
1067,1003,2025-11-07T07:00:00,2025-11-07T15:00:00,66,,70,51,True
1067,1006,2025-11-07T07:00:00,2025-11-07T15:00:00,75,,51,79,True
1067,1007,2025-11-07T05:00:00,2025-11-07T12:00:00,,91,,,True
1068,1001,2025-11-08T07:00:00,2025-11-08T15:00:00,,,,,True
1068,1002,2025-11-08T07:00:00,2025-11-08T15:00:00,,,,,True
1068,1003,2025-11-08T11:00:00,2025-11-08T15:00:00,67,,68,63,True
1068,1004,2025-11-08T07:00:00,2025-11-08T12:00:00,53,,70,82,True
1068,1005,2025-11-08T07:00:00,2025-11-08T12:00:00,62,,51,69,True
1068,1008,2025-11-08T05:00:00,2025-11-08T13:30:00,,76,,,True
1069,1001,2025-11-09T07:00:00,2025-11-09T15:00:00,,,,,True
1069,1002,2025-11-09T07:00:00,2025-11-09T15:00:00,,,,,True
1069,1003,2025-11-09T11:00:00,2025-11-09T15:00:00,69,,69,68,True
1069,1004,2025-11-09T07:00:00,2025-11-09T12:00:00,71,,64,78,True
1069,1005,2025-11-09T07:00:00,2025-11-09T12:00:00,68,,52,67,True
1069,1007,2025-11-09T05:00:00,2025-11-09T13:30:00,,92,,,True
1070,1001,2025-11-10T07:00:00,2025-11-10T15:00:00,,,,,True
1070,1003,2025-11-10T07:00:00,2025-11-10T15:00:00,61,,72,72,True
1070,1006,2025-11-10T07:00:00,2025-11-10T15:00:00,85,,51,76,True
1070,1007,2025-11-10T05:00:00,2025-11-10T12:00:00,,92,,,True
1071,1002,2025-11-11T07:00:00,2025-11-11T15:00:00,,,,,True
1071,1004,2025-11-11T07:00:00,2025-11-11T15:00:00,58,,73,80,True
1071,1005,2025-11-11T07:00:00,2025-11-11T15:00:00,67,,60,68,True
1071,1008,2025-11-11T05:00:00,2025-11-11T12:00:00,,78,,,True
1072,1001,2025-11-12T07:00:00,2025-11-12T15:00:00,,,,,True
1072,1003,2025-11-12T07:00:00,2025-11-12T15:00:00,73,,71,50,True
1072,1006,2025-11-12T07:00:00,2025-11-12T15:00:00,78,,45,76,True
1072,1007,2025-11-12T05:00:00,2025-11-12T12:00:00,,94,,,True
1073,1002,2025-11-13T07:00:00,2025-11-13T15:00:00,,,,,True
1073,1004,2025-11-13T07:00:00,2025-11-13T15:00:00,72,,73,80,True
1073,1005,2025-11-13T07:00:00,2025-11-13T15:00:00,69,,45,66,True
1073,1008,2025-11-13T05:00:00,2025-11-13T12:00:00,,83,,,True
1074,1001,2025-11-14T07:00:00,2025-11-14T15:00:00,,,,,True
1074,1003,2025-11-14T07:00:00,2025-11-14T15:00:00,44,,76,66,True
1074,1006,2025-11-14T07:00:00,2025-11-14T15:00:00,81,,52,88,True
1074,1007,2025-11-14T05:00:00,2025-11-14T12:00:00,,94,,,True
1075,1001,2025-11-15T07:00:00,2025-11-15T15:00:00,,,,,True
1075,1002,2025-11-15T07:00:00,2025-11-15T15:00:00,,,,,True
1075,1003,2025-11-15T11:00:00,2025-11-15T15:00:00,63,,71,58,True
1075,1004,2025-11-15T07:00:00,2025-11-15T12:00:00,67,,69,82,True
1075,1005,2025-11-15T07:00:00,2025-11-15T12:00:00,64,,54,66,True
1075,1008,2025-11-15T05:00:00,2025-11-15T13:30:00,,85,,,True
1076,1001,2025-11-16T07:00:00,2025-11-16T15:00:00,,,,,True
1076,1002,2025-11-16T07:00:00,2025-11-16T15:00:00,,,,,True
1076,1003,2025-11-16T11:00:00,2025-11-16T15:00:00,55,,72,57,True
1076,1004,2025-11-16T07:00:00,2025-11-16T12:00:00,58,,73,84,True
